loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
12875.0,0.2565,516.35,MORTGAGE,99400.0,Verified,n,35.54,0.0,3.0,25.0,0.0,33054.0,40.0,w,7831.29,7831.29,9275.95,9275.95,5043.71,4232.24,0.0,0.0,0.0,516.35,0.0,1.0,Individual,0.0,0.0,159739.0,3.0,4.0,2.0,4.0,4.0,39386.0,76.0,2.0,4.0,5103.0,72.0,39400.0,4.0,7.0,5.0,9.0,6390.0,2497.0,83.5,0.0,0.0,124.0,163.0,2.0,2.0,2.0,6.0,0.0,0.0,8.0,18.0,8.0,8.0,16.0,19.0,21.0,18.0,25.0,0.0,0.0,0.0,5.0,100.0,75.0,0.0,0.0,191860.0,82953.0,16500.0,51621.0,N,N,low_risk
40000.0,0.11019999999999999,870.1,RENT,105000.0,Verified,n,22.32,0.0,0.0,14.0,0.0,60989.0,24.0,w,30404.72,30404.72,15612.82,15612.82,9595.28,6017.54,0.0,0.0,0.0,870.1,0.0,1.0,Individual,0.0,0.0,66805.0,0.0,1.0,0.0,1.0,17.0,5816.0,58.0,0.0,1.0,6073.0,66.0,91400.0,0.0,3.0,0.0,2.0,5139.0,7615.0,79.4,0.0,0.0,192.0,551.0,23.0,17.0,0.0,29.0,16.0,0.0,7.0,11.0,8.0,15.0,3.0,13.0,21.0,11.0,14.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,101400.0,66805.0,36900.0,10000.0,N,N,low_risk
5000.0,0.11019999999999999,163.75,MORTGAGE,32000.0,Not Verified,n,27.95,0.0,0.0,11.0,0.0,12279.0,26.0,w,2566.13,2566.13,3105.13,3105.13,2433.87,671.26,0.0,0.0,0.0,163.75,0.0,1.0,Individual,0.0,0.0,78375.0,0.0,3.0,3.0,5.0,7.0,13560.0,80.0,0.0,1.0,5240.0,81.0,14800.0,1.0,0.0,2.0,6.0,7125.0,1187.0,90.4,0.0,0.0,100.0,118.0,15.0,7.0,1.0,43.0,9.0,0.0,5.0,7.0,5.0,5.0,18.0,7.0,7.0,7.0,11.0,0.0,0.0,0.0,3.0,100.0,80.0,0.0,0.0,87314.0,25839.0,12400.0,16959.0,N,N,low_risk
34500.0,0.16949999999999998,856.49,MORTGAGE,210000.0,Source Verified,n,7.47,0.0,1.0,18.0,1.0,17418.0,33.0,w,29495.63,29495.63,13735.99,13735.99,5004.37,8731.62,0.0,0.0,0.0,856.49,0.0,1.0,Individual,0.0,0.0,675447.0,4.0,2.0,1.0,1.0,4.0,25052.0,73.0,5.0,5.0,6086.0,57.0,40700.0,2.0,0.0,4.0,8.0,37525.0,14390.0,46.9,0.0,0.0,158.0,222.0,3.0,3.0,4.0,3.0,2.0,2.0,6.0,10.0,10.0,14.0,7.0,15.0,21.0,10.0,18.0,0.0,0.0,0.0,8.0,90.0,20.0,1.0,0.0,714907.0,42470.0,27100.0,34207.0,N,N,low_risk
14000.0,0.1612,341.35,MORTGAGE,75000.0,Source Verified,n,18.82,0.0,1.0,13.0,0.0,9262.0,20.0,w,10509.69,10509.69,6814.46,6814.46,3490.31,3324.15,0.0,0.0,0.0,341.35,0.0,1.0,Individual,0.0,816.0,242750.0,1.0,2.0,3.0,4.0,5.0,15167.0,83.0,0.0,1.0,4017.0,46.0,34600.0,3.0,1.0,2.0,5.0,18673.0,9735.0,47.9,0.0,0.0,117.0,55.0,22.0,5.0,1.0,22.0,6.0,0.0,6.0,7.0,7.0,9.0,7.0,10.0,12.0,7.0,13.0,0.0,0.0,0.0,3.0,100.0,14.3,0.0,0.0,280666.0,24429.0,18700.0,18269.0,N,N,low_risk
19000.0,0.0819,386.99,MORTGAGE,66000.0,Source Verified,n,17.11,0.0,2.0,17.0,0.0,18707.0,25.0,w,13847.63,13847.63,7344.17,7344.17,5152.37,2191.8,0.0,0.0,0.0,386.99,0.0,1.0,Individual,0.0,1377.0,124195.0,3.0,1.0,1.0,2.0,2.0,24352.0,99.0,2.0,5.0,957.0,50.0,62000.0,0.0,4.0,2.0,7.0,7306.0,11049.0,17.5,0.0,0.0,137.0,114.0,5.0,2.0,1.0,5.0,3.0,0.0,3.0,9.0,7.0,8.0,5.0,14.0,18.0,9.0,17.0,0.0,0.0,0.0,3.0,96.0,0.0,0.0,0.0,176872.0,43059.0,13400.0,24676.0,N,N,low_risk
2200.0,0.1612,77.48,RENT,68000.0,Not Verified,n,10.31,0.0,1.0,8.0,0.0,6787.0,11.0,w,1307.99,1307.99,1365.31,1365.31,892.01,473.3,0.0,0.0,0.0,77.48,0.0,1.0,Individual,0.0,0.0,12267.0,1.0,4.0,0.0,2.0,14.0,5480.0,30.0,1.0,1.0,4476.0,45.0,9400.0,2.0,0.0,1.0,3.0,1533.0,2613.0,72.2,0.0,0.0,140.0,219.0,5.0,5.0,0.0,5.0,5.0,0.0,3.0,3.0,4.0,4.0,7.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0,90.9,50.0,0.0,0.0,27400.0,12267.0,9400.0,18000.0,N,N,low_risk
2500.0,0.1308,84.34,MORTGAGE,34000.0,Verified,n,25.7,0.0,1.0,14.0,1.0,6024.0,43.0,w,0.0,0.0,2677.91,2677.91,2500.0,177.91,0.0,0.0,0.0,667.65,0.0,1.0,Individual,0.0,0.0,12888.0,2.0,2.0,0.0,1.0,14.0,6864.0,44.0,4.0,6.0,2224.0,28.0,30300.0,1.0,0.0,1.0,7.0,1074.0,9347.0,36.4,0.0,0.0,163.0,170.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,4.0,4.0,14.0,10.0,12.0,32.0,4.0,13.0,0.0,0.0,0.0,4.0,100.0,33.3,1.0,0.0,45784.0,12888.0,14700.0,15484.0,N,N,low_risk
21275.0,0.16949999999999998,528.17,MORTGAGE,149196.0,Not Verified,n,7.95,0.0,1.0,12.0,0.0,3488.0,43.0,w,0.0,0.0,22744.03,22744.03,21275.0,1469.03,0.0,0.0,0.0,4306.5,0.0,1.0,Individual,0.0,0.0,470446.0,1.0,2.0,3.0,4.0,6.0,20527.0,63.0,0.0,1.0,300.0,16.0,118100.0,3.0,0.0,9.0,8.0,42768.0,99963.0,0.5,0.0,0.0,141.0,573.0,16.0,6.0,9.0,90.0,1.0,0.0,2.0,3.0,5.0,7.0,17.0,9.0,17.0,3.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,603963.0,24015.0,100500.0,32763.0,N,N,low_risk
21000.0,0.0702,648.62,MORTGAGE,62400.0,Not Verified,n,22.44,0.0,0.0,8.0,0.0,21033.0,12.0,w,0.0,0.0,22453.8,22453.8,21000.0,1453.8,0.0,0.0,0.0,14029.93,0.0,1.0,Individual,0.0,0.0,255490.0,0.0,1.0,0.0,1.0,14.0,13969.0,70.0,0.0,0.0,10578.0,61.0,37000.0,1.0,0.0,0.0,1.0,31936.0,11314.0,64.1,0.0,0.0,101.0,76.0,28.0,14.0,1.0,28.0,22.0,0.0,4.0,5.0,4.0,4.0,2.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,287808.0,35002.0,31500.0,20000.0,N,N,low_risk
19125.0,0.1524,457.4,RENT,64050.73,Not Verified,n,5.94,0.0,0.0,5.0,0.0,6476.0,17.0,w,14548.11,14548.11,8658.22,8658.22,4576.89,4081.33,0.0,0.0,0.0,457.4,0.0,1.0,Individual,0.0,0.0,9601.0,0.0,1.0,0.0,1.0,16.0,3125.0,62.0,0.0,0.0,3716.0,79.0,7200.0,0.0,3.0,0.0,1.0,2400.0,584.0,90.3,0.0,0.0,172.0,369.0,51.0,16.0,4.0,110.0,16.0,0.0,2.0,3.0,2.0,3.0,6.0,4.0,7.0,3.0,5.0,0.0,0.0,0.0,0.0,47.1,100.0,0.0,0.0,12220.0,9601.0,6000.0,5020.0,N,N,low_risk
16000.0,0.17739999999999997,576.36,MORTGAGE,73000.0,Source Verified,n,24.2,0.0,0.0,10.0,0.0,13497.0,18.0,f,9088.0,9088.0,10358.71,10358.71,6912.0,3446.71,0.0,0.0,0.0,576.36,1.0,1.0,Individual,0.0,225.0,297270.0,1.0,3.0,1.0,2.0,10.0,39237.0,78.0,3.0,3.0,6827.0,73.0,21800.0,1.0,2.0,4.0,6.0,29727.0,5290.0,70.6,0.0,0.0,98.0,60.0,5.0,5.0,1.0,5.0,10.0,0.0,4.0,6.0,4.0,4.0,11.0,6.0,6.0,6.0,10.0,0.0,0.0,0.0,5.0,100.0,50.0,0.0,0.0,318834.0,52734.0,18000.0,50034.0,N,N,low_risk
11000.0,0.2305,426.1,MORTGAGE,50000.0,Not Verified,n,27.2,1.0,0.0,9.0,0.0,9408.0,16.0,w,6432.56,6432.56,7655.71,7655.71,4567.44,3088.27,0.0,0.0,0.0,426.1,0.0,1.0,Individual,0.0,0.0,115469.0,0.0,1.0,1.0,1.0,7.0,15920.0,56.0,1.0,3.0,3941.0,62.0,12200.0,1.0,3.0,3.0,4.0,12830.0,2792.0,77.1,0.0,778.0,184.0,174.0,10.0,7.0,3.0,10.0,7.0,0.0,5.0,5.0,5.0,7.0,6.0,5.0,7.0,5.0,8.0,0.0,0.0,0.0,2.0,87.5,40.0,0.0,0.0,140580.0,25328.0,12200.0,28380.0,N,N,low_risk
20000.0,0.11019999999999999,654.97,OWN,14000.0,Not Verified,n,96.66,0.0,0.0,10.0,1.0,18778.0,17.0,w,9704.45,9704.45,13068.79,13068.79,10295.55,2773.24,0.0,0.0,0.0,654.97,0.0,1.0,Joint App,0.0,0.0,32444.0,0.0,2.0,1.0,1.0,9.0,13666.0,50.0,0.0,2.0,7779.0,51.0,36000.0,1.0,0.0,1.0,3.0,3605.0,16222.0,53.7,0.0,0.0,96.0,233.0,19.0,9.0,1.0,20.0,9.0,0.0,5.0,5.0,6.0,7.0,5.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,88.2,16.7,1.0,0.0,63451.0,32444.0,35000.0,27451.0,N,N,low_risk
18000.0,0.2305,697.25,RENT,100000.0,Not Verified,n,35.77,0.0,0.0,9.0,0.0,65193.0,22.0,w,14798.32,14798.32,8949.95,8949.95,3201.68,5748.27,0.0,0.0,0.0,697.25,0.0,1.0,Individual,0.0,0.0,156063.0,1.0,3.0,1.0,2.0,6.0,90870.0,45.0,1.0,1.0,17879.0,80.0,70000.0,0.0,1.0,1.0,3.0,17340.0,81.0,99.8,0.0,0.0,177.0,240.0,9.0,6.0,0.0,9.0,12.0,0.0,4.0,5.0,4.0,6.0,11.0,6.0,11.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,176611.0,156063.0,41000.0,106611.0,N,N,low_risk
32075.0,0.08810000000000001,1017.15,OWN,152000.0,Source Verified,n,30.81,0.0,2.0,15.0,1.0,3586.0,18.0,w,15300.94,15300.94,20311.6,20311.6,16774.06,3537.54,0.0,0.0,0.0,1017.15,0.0,1.0,Individual,0.0,0.0,145436.0,1.0,8.0,2.0,3.0,5.0,141850.0,86.0,0.0,0.0,0.0,71.0,40400.0,3.0,0.0,2.0,3.0,9696.0,19500.0,0.0,0.0,0.0,65.0,149.0,28.0,5.0,0.0,59.0,3.0,0.0,0.0,1.0,3.0,4.0,9.0,7.0,9.0,1.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,205667.0,145436.0,19500.0,165267.0,N,N,low_risk
32000.0,0.11710000000000001,707.15,MORTGAGE,110000.0,Not Verified,n,34.52,0.0,0.0,15.0,0.0,41047.0,35.0,w,23812.78,23812.78,13415.03,13415.03,8187.22,5227.81,0.0,0.0,0.0,707.15,0.0,1.0,Individual,0.0,0.0,144856.0,1.0,4.0,0.0,3.0,13.0,103809.0,68.0,2.0,4.0,8575.0,62.0,71500.0,0.0,7.0,0.0,7.0,9657.0,25605.0,56.6,0.0,0.0,154.0,185.0,5.0,5.0,2.0,5.0,15.0,0.0,6.0,8.0,9.0,12.0,14.0,11.0,19.0,8.0,15.0,0.0,0.0,0.0,2.0,100.0,11.1,0.0,0.0,200187.0,144856.0,59000.0,128687.0,N,N,low_risk
11000.0,0.08810000000000001,348.83,RENT,50000.0,Verified,n,16.23,0.0,0.0,8.0,0.0,4101.0,15.0,w,0.0,0.0,12046.14,12046.14,11000.0,1046.14,0.0,0.0,0.0,6749.07,0.0,1.0,Individual,0.0,0.0,25530.0,0.0,2.0,1.0,3.0,8.0,21429.0,82.0,1.0,1.0,2830.0,43.0,33900.0,4.0,0.0,2.0,4.0,3191.0,26370.0,9.7,0.0,0.0,56.0,63.0,9.0,8.0,0.0,26.0,7.0,0.0,1.0,2.0,4.0,5.0,6.0,6.0,9.0,2.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,59896.0,25530.0,29200.0,25996.0,N,N,low_risk
2000.0,0.0702,61.78,OWN,15000.0,Not Verified,n,20.0,0.0,0.0,4.0,0.0,1906.0,7.0,w,996.68,996.68,1173.04,1173.04,1003.32,169.72,0.0,0.0,0.0,61.78,0.0,1.0,Individual,0.0,0.0,5631.0,0.0,1.0,0.0,1.0,13.0,3725.0,73.0,0.0,0.0,1743.0,21.0,22200.0,1.0,0.0,0.0,1.0,1408.0,16257.0,9.7,0.0,0.0,77.0,363.0,33.0,13.0,0.0,33.0,13.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27325.0,5631.0,18000.0,5125.0,N,N,low_risk
6375.0,0.17739999999999997,229.65,MORTGAGE,130000.0,Not Verified,n,16.89,0.0,0.0,17.0,0.0,42100.0,20.0,f,0.0,0.0,7764.1600010015,7764.16,6375.0,1389.16,0.0,0.0,0.0,4090.53,0.0,1.0,Individual,0.0,0.0,61383.0,0.0,1.0,0.0,1.0,22.0,19283.0,75.0,1.0,1.0,11186.0,75.0,56700.0,1.0,0.0,1.0,2.0,3611.0,3832.0,90.9,0.0,0.0,35.0,273.0,11.0,11.0,1.0,30.0,12.0,0.0,12.0,14.0,12.0,13.0,2.0,16.0,17.0,14.0,17.0,0.0,0.0,0.0,1.0,100.0,91.7,0.0,0.0,82325.0,61383.0,42100.0,25625.0,N,N,low_risk
8925.0,0.11710000000000001,295.21,RENT,54015.0,Not Verified,n,66.01,0.0,5.0,12.0,0.0,4106.0,26.0,w,0.0,0.0,8928.7531666666,8928.75,8925.0,3.75,0.0,0.0,0.0,8934.56,0.0,1.0,Joint App,0.0,2137.0,141212.0,2.0,5.0,3.0,6.0,2.0,137106.0,89.0,0.0,1.0,4106.0,63.0,34300.0,9.0,5.0,18.0,7.0,11768.0,24694.0,14.3,0.0,0.0,110.0,99.0,18.0,2.0,0.0,18.0,0.0,0.0,1.0,1.0,5.0,7.0,12.0,7.0,14.0,1.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,200913.0,141212.0,28800.0,166613.0,N,N,low_risk
17000.0,0.0702,525.07,RENT,63551.0,Not Verified,n,22.7,0.0,0.0,20.0,0.0,17830.0,25.0,w,0.0,0.0,18320.95,18320.95,17000.0,1320.95,0.0,0.0,0.0,10458.16,0.0,1.0,Individual,0.0,0.0,48326.0,0.0,9.0,1.0,2.0,12.0,30496.0,69.0,1.0,3.0,3500.0,59.0,37300.0,0.0,2.0,1.0,5.0,2416.0,15609.0,45.4,0.0,0.0,138.0,106.0,10.0,10.0,0.0,10.0,10.0,0.0,7.0,10.0,8.0,9.0,13.0,11.0,12.0,10.0,20.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,81560.0,48326.0,28600.0,44260.0,N,N,low_risk
32000.0,0.0819,651.76,MORTGAGE,220000.0,Source Verified,n,12.71,0.0,2.0,17.0,0.0,121336.0,59.0,w,23836.33,23836.33,11717.12,11717.12,8163.67,3553.45,0.0,0.0,0.0,651.76,0.0,1.0,Individual,0.0,0.0,1183976.0,0.0,3.0,0.0,3.0,18.0,273954.0,47.0,0.0,4.0,18374.0,24.0,302100.0,1.0,0.0,2.0,9.0,69646.0,171693.0,21.8,0.0,0.0,137.0,205.0,14.0,14.0,5.0,19.0,1.0,0.0,7.0,9.0,9.0,11.0,33.0,12.0,19.0,9.0,17.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1383699.0,395290.0,219500.0,285399.0,N,N,low_risk
18000.0,0.0756,560.41,MORTGAGE,90310.0,Not Verified,n,26.95,0.0,0.0,14.0,0.0,98992.0,17.0,w,0.0,0.0,19071.61,19071.61,18000.0,1071.61,0.0,0.0,0.0,14043.04,0.0,1.0,Individual,0.0,0.0,283638.0,1.0,4.0,0.0,3.0,14.0,46443.0,71.0,1.0,4.0,6031.0,56.0,144500.0,4.0,2.0,0.0,8.0,20260.0,28274.0,31.9,0.0,0.0,142.0,152.0,2.0,2.0,1.0,2.0,14.0,1.0,7.0,9.0,7.0,7.0,6.0,9.0,10.0,9.0,14.0,0.0,0.0,0.0,1.0,94.1,0.0,0.0,0.0,350582.0,145435.0,41500.0,65082.0,N,N,low_risk
26575.0,0.11019999999999999,578.07,MORTGAGE,82584.0,Not Verified,n,25.37,0.0,1.0,13.0,1.0,4278.0,21.0,w,19346.07,19346.07,11528.86,11528.86,7228.93,4299.93,0.0,0.0,0.0,578.07,0.0,1.0,Individual,0.0,0.0,409600.0,2.0,4.0,1.0,2.0,5.0,36011.0,60.0,2.0,2.0,3160.0,42.0,35600.0,2.0,0.0,1.0,4.0,34133.0,29032.0,12.3,0.0,0.0,74.0,206.0,4.0,4.0,4.0,4.0,5.0,0.0,6.0,7.0,7.0,9.0,7.0,8.0,10.0,7.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,495431.0,40289.0,33100.0,59831.0,N,N,low_risk
40000.0,0.0819,814.7,RENT,250000.0,Source Verified,n,9.32,0.0,0.0,17.0,0.0,5029.0,22.0,w,0.0,0.0,40389.45,40389.45,40000.0,389.45,0.0,0.0,0.0,40407.65,0.0,1.0,Individual,0.0,0.0,58655.0,0.0,2.0,0.0,1.0,20.0,53626.0,77.0,5.0,6.0,3102.0,15.0,73100.0,0.0,0.0,1.0,7.0,3450.0,68071.0,6.9,0.0,0.0,55.0,109.0,7.0,7.0,0.0,7.0,12.0,0.0,5.0,5.0,15.0,17.0,4.0,15.0,18.0,5.0,17.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,183100.0,58655.0,73100.0,110000.0,N,N,low_risk
1500.0,0.1612,52.83,MORTGAGE,100000.0,Not Verified,n,7.8,0.0,0.0,12.0,0.0,7105.0,16.0,w,0.0,0.0,1520.52,1520.52,1500.0,20.52,0.0,0.0,0.0,773.21,0.0,1.0,Individual,0.0,270.0,301113.0,2.0,2.0,2.0,2.0,4.0,7839.0,83.0,0.0,2.0,3495.0,56.0,17200.0,3.0,1.0,1.0,5.0,25093.0,3884.0,55.9,0.0,0.0,68.0,155.0,18.0,4.0,3.0,18.0,6.0,0.0,4.0,8.0,5.0,5.0,3.0,9.0,10.0,8.0,12.0,0.0,0.0,0.0,3.0,93.8,20.0,0.0,0.0,313622.0,14944.0,8800.0,9422.0,N,N,low_risk
20000.0,0.0819,407.35,MORTGAGE,130000.0,Not Verified,n,18.06,0.0,0.0,17.0,0.0,29520.0,33.0,w,14571.47,14571.47,7730.55,7730.55,5428.53,2302.02,0.0,0.0,0.0,407.35,0.0,1.0,Individual,0.0,0.0,354386.0,0.0,3.0,0.0,2.0,14.0,35526.0,64.0,0.0,0.0,9381.0,46.0,87600.0,1.0,0.0,0.0,2.0,20846.0,46610.0,38.8,0.0,0.0,157.0,338.0,33.0,14.0,6.0,33.0,14.0,0.0,6.0,7.0,9.0,12.0,9.0,12.0,18.0,7.0,17.0,0.0,0.0,0.0,0.0,93.9,22.2,0.0,0.0,481987.0,65046.0,76100.0,55487.0,N,N,low_risk
24000.0,0.0819,488.82,RENT,90000.0,Verified,n,20.75,0.0,1.0,8.0,0.0,3410.0,30.0,w,17060.36,17060.36,9765.48,9765.48,6939.64,2825.84,0.0,0.0,0.0,488.82,0.0,1.0,Individual,0.0,0.0,41481.0,2.0,4.0,1.0,5.0,1.0,38071.0,73.0,1.0,1.0,2406.0,58.0,20000.0,3.0,0.0,1.0,6.0,5185.0,16094.0,13.0,0.0,0.0,144.0,269.0,5.0,1.0,0.0,97.0,1.0,0.0,1.0,2.0,3.0,8.0,21.0,4.0,9.0,2.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,72100.0,41481.0,18500.0,52100.0,N,N,low_risk
40000.0,0.1308,1349.3,RENT,225000.0,Source Verified,n,16.14,0.0,0.0,8.0,0.0,40623.0,10.0,f,19730.77,19730.77,26956.93,26956.93,20269.23,6687.7,0.0,0.0,0.0,1349.3,0.0,1.0,Individual,0.0,0.0,94190.0,0.0,1.0,0.0,1.0,20.0,10784.0,54.0,0.0,0.0,32487.0,56.0,68200.0,0.0,0.0,0.0,1.0,11774.0,27577.0,59.6,0.0,0.0,37.0,68.0,41.0,20.0,0.0,41.0,20.0,0.0,4.0,4.0,5.0,5.0,2.0,5.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,134016.0,94190.0,68200.0,20000.0,N,N,low_risk
19125.0,0.17739999999999997,482.95,MORTGAGE,96275.0,Verified,n,18.15,0.0,3.0,10.0,0.0,11100.0,61.0,w,14494.67,14494.67,9621.3,9621.3,4630.33,4990.97,0.0,0.0,0.0,482.95,0.0,1.0,Individual,0.0,0.0,538882.0,1.0,5.0,4.0,6.0,6.0,193865.0,86.0,0.0,1.0,6538.0,92.0,11300.0,5.0,22.0,7.0,9.0,53888.0,200.0,98.2,0.0,0.0,186.0,161.0,15.0,6.0,2.0,15.0,6.0,1.0,4.0,4.0,4.0,9.0,45.0,4.0,14.0,4.0,10.0,0.0,0.0,0.0,6.0,96.7,100.0,0.0,0.0,546238.0,204965.0,11300.0,198938.0,N,N,low_risk
25000.0,0.1033,810.56,MORTGAGE,163000.0,Source Verified,n,21.39,0.0,0.0,19.0,1.0,24386.0,23.0,w,13462.36,13462.36,14575.73,14575.73,11537.64,3038.09,0.0,0.0,0.0,810.56,0.0,1.0,Individual,0.0,0.0,369309.0,0.0,4.0,1.0,1.0,9.0,36596.0,46.0,1.0,3.0,11529.0,49.0,45500.0,1.0,2.0,2.0,4.0,23082.0,17696.0,56.7,0.0,0.0,65.0,320.0,7.0,7.0,1.0,7.0,7.0,0.0,6.0,7.0,10.0,11.0,6.0,14.0,15.0,7.0,19.0,0.0,0.0,0.0,2.0,100.0,42.9,1.0,0.0,448625.0,60982.0,40900.0,80115.0,N,N,low_risk
25000.0,0.11019999999999999,543.81,MORTGAGE,140000.0,Verified,n,25.47,0.0,0.0,10.0,0.0,29410.0,31.0,w,18880.03,18880.03,9773.27,9773.27,6119.97,3653.3,0.0,0.0,0.0,543.81,0.0,1.0,Individual,0.0,0.0,341181.0,0.0,5.0,0.0,1.0,17.0,88743.0,63.0,0.0,2.0,20732.0,65.0,42000.0,1.0,2.0,0.0,3.0,34118.0,12590.0,70.0,0.0,0.0,192.0,242.0,21.0,17.0,6.0,21.0,17.0,0.0,4.0,4.0,4.0,5.0,18.0,4.0,7.0,4.0,10.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,413416.0,118153.0,42000.0,139431.0,N,N,low_risk
4000.0,0.0819,125.7,MORTGAGE,42500.0,Not Verified,n,20.42,0.0,1.0,15.0,0.0,12554.0,17.0,w,1899.02,1899.02,2512.18,2512.18,2100.98,411.2,0.0,0.0,0.0,125.7,0.0,1.0,Individual,0.0,0.0,19893.0,4.0,3.0,1.0,2.0,5.0,7339.0,77.0,3.0,5.0,1673.0,29.0,58400.0,1.0,0.0,1.0,7.0,1326.0,19691.0,13.6,0.0,0.0,33.0,160.0,1.0,1.0,0.0,30.0,1.0,0.0,4.0,10.0,5.0,6.0,4.0,12.0,13.0,10.0,15.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,67900.0,19893.0,22800.0,9500.0,N,N,low_risk
7800.0,0.0819,245.11,RENT,71000.0,Not Verified,n,9.31,0.0,1.0,14.0,0.0,11505.0,16.0,w,3921.54,3921.54,4653.54,4653.54,3878.46,775.08,0.0,0.0,0.0,245.11,0.0,1.0,Individual,0.0,83.0,21410.0,3.0,2.0,2.0,2.0,1.0,9905.0,99.0,2.0,6.0,4071.0,27.0,68400.0,1.0,0.0,2.0,8.0,1529.0,25372.0,29.9,0.0,0.0,57.0,166.0,5.0,1.0,0.0,5.0,2.0,0.0,5.0,7.0,5.0,5.0,3.0,12.0,13.0,7.0,14.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,78400.0,21410.0,36200.0,10000.0,N,N,low_risk
4000.0,0.14300000000000002,137.3,RENT,55000.0,Source Verified,n,14.4,0.0,1.0,10.0,0.0,1459.0,18.0,w,0.0,0.0,4488.41,4488.41,4000.0,488.41,0.0,0.0,0.0,3118.59,0.0,1.0,Individual,0.0,0.0,285068.0,1.0,2.0,2.0,2.0,9.0,21854.0,81.0,3.0,8.0,633.0,70.0,6200.0,7.0,0.0,16.0,11.0,28507.0,273.0,80.5,0.0,0.0,10.0,93.0,12.0,2.0,1.0,20.0,0.0,2.0,2.0,5.0,2.0,7.0,2.0,7.0,15.0,5.0,10.0,0.0,0.0,0.0,6.0,83.3,100.0,0.0,0.0,295094.0,23313.0,1400.0,27139.0,N,N,low_risk
15000.0,0.14300000000000002,351.37,MORTGAGE,47500.0,Not Verified,n,36.26,0.0,0.0,13.0,0.0,12529.0,20.0,f,0.0,0.0,16134.380013402,16134.38,15000.0,1134.38,0.0,0.0,0.0,14389.45,0.0,1.0,Joint App,0.0,0.0,318842.0,1.0,2.0,1.0,1.0,12.0,34741.0,72.0,1.0,1.0,5684.0,47.0,34400.0,1.0,0.0,2.0,3.0,26570.0,14732.0,43.6,0.0,0.0,99.0,152.0,11.0,3.0,2.0,25.0,4.0,1.0,5.0,7.0,5.0,6.0,6.0,10.0,12.0,7.0,13.0,0.0,0.0,0.0,3.0,95.0,0.0,0.0,0.0,357102.0,47270.0,26100.0,50702.0,N,N,low_risk
